domain,category,last_pos,length_tokens,prompt
wiki,AUX,AUX,19,The state later included these trails as part of M-12 when the first state highway trunklines were
wiki,AUX,AUX,17,The Constitutional Court and various courts at the state level have not explicitly ruled that Scientology is
wiki,AUX,AUX,16,"Cambridge coach Duncan Holland congratulated his opponents: "" Well done to Oxford, they were"
wiki,AUX,AUX,23,"On 30 October 1901, Victorians of the Scottish Horse Regiment also suffered heavy casualties at Gun Hill, although 60 Boers were"
wiki,AUX,AUX,22,Oka's force would attack the perimeter from the west while Ichiki's Second Echelon—renamed the Kuma Battalion—would
wiki,AUX,AUX,16,"New oak joists were fitted, along with some salvaged from the original floor which were"
wiki,AUX,AUX,16,"The Mongols, who were still trying to incorporate Yunnan into the central administration, were"
wiki,AUX,AUX,21,Missourians in favor of slavery soon moved to Kansas to try to sway the vote of whether or not Kansas would
wiki,AUX,AUX,19,The enantiomeric excess was unaffected by use of 50 mol % of the copper complex but the yield was
wiki,AUX,AUX,26,"German courts have so far not resolved whether Scientology should be accorded the legal status of a religious or worldview community, and different courts have"
wiki,AUX,AUX,23,"A promotional video for ""Back Off Boogaloo"" was shot on 20 March at Lennon's Tittenhurst Park residence while Starr was"
wiki,CCONJ+SCONJ,SCONJ,16,"As the local sheriff guides Black and Hollis through the murder scene, Black realizes that"
wiki,CCONJ+SCONJ,CCONJ,16,"The force consisted of motorised infantry, special forces, engineers, cavalry, artillery and"
wiki,CCONJ+SCONJ,CCONJ,16,"At that time the sculpture was closed off to the public, and the junction and"
wiki,CCONJ+SCONJ,CCONJ,16,"Today the fort is open throughout the year, save for Thanksgiving, Christmas, and"
wiki,CCONJ+SCONJ,CCONJ,16,"The head of the Jockey Club, James B. Brown, had lost his fortune and"
wiki,CCONJ+SCONJ,CCONJ,18,"To connect the gap in the routing where US 2 cuts through Wisconsin, M-95 and"
wiki,CCONJ+SCONJ,CCONJ,16,The name was apparently applied to one of the site's ancient reservoirs by hunters and
wiki,CCONJ+SCONJ,SCONJ,19,"Equipped with Lockheed Hudsons, the squadron mainly conducted maritime patrols in southern waters until 5 December, when"
wiki,CCONJ+SCONJ,SCONJ,17,The Australian contribution was the first time Australian personnel were deployed to an active war zone since
wiki,CCONJ+SCONJ,CCONJ,17,"The site became an outpost of Tikal, shielding it from hostile cities further north, and"
wiki,CCONJ+SCONJ,CCONJ,19,"The video featured live performances of Carey at different worldwide venues including New York, Japan, Hawaii and"
wiki,CCONJ+SCONJ,SCONJ,16,"Following the side's return to New Zealand, the Otago Rugby Football Union demanded that"
wiki,CCONJ+SCONJ,CCONJ,17,These attacks sought to cut the Allied supply lines between Australia and the US and Australia and
wiki,CCONJ+SCONJ,CCONJ,16,"Meridian Community College, founded in 1937, is located at 910 Highway 19 N and"
wiki,CCONJ+SCONJ,CCONJ,18,"The Royal Australian Navy also served in Malayan waters, firing on suspected communist positions between 1956 and"
wiki,CCONJ+SCONJ,CCONJ,19,"The 2nd Division then took part in the Second Battle of Bullecourt, beginning on 3 May, and"
wiki,CCONJ+SCONJ,CCONJ,16,The bridge is another spandrel arch structure 60 feet (18m) in length and
wiki,CCONJ+SCONJ,SCONJ,16,"McCarty played a more limited role in the West Finals against the BC Lions, where"
wiki,CCONJ+SCONJ,CCONJ,24,"The Trout Creek Mountain Working Group was formed in 1988 to help resolve disagreements among livestock owners, environmentalists, government agencies, and"
wiki,CCONJ+SCONJ,CCONJ,17,When moist air from the Pacific Ocean moves eastward over the Oregon and California coastal ranges and
wiki,ADV,ADV,16,"The community of Twin Lakes lies at the base of Mount Elbert, Denver is about"
wiki,ADV,ADV,16,"In one verse, Bragg claims that the Iraq War was not for democracy but instead"
wiki,ADV,ADV,16,"Despite experiencing arduous conditions the Australians were not heavily involved in battle, and were primarily"
wiki,ADV,ADV,16,"By 2007, there were ten major centres (""Scientology Churches""), as"
wiki,ADV,ADV,16,"The standard route ascends the peak from the east, starting from the Colorado Trail just"
wiki,ADV,ADV,16,"The side faced Hawke's Bay, who were touring, in Christchurch, and handily"
wiki,ADV,ADV,17,"In fact, with a mince pie for a basis the flavor comes to resemble brandy very"
wiki,ADV,ADV,17,"Starr's former Beatles bandmate George Harrison produced the recording, which took place in London shortly"
wiki,ADV,ADV,22,More might have been achieved with reinforcements: Historian C. Northcote Parkinson suggests that had Cooke's squadron united with Resistance together
wiki,ADV,ADV,18,"After Federation in 1901, eight Australian Commonwealth Horse battalions of the newly created Australian Army were also"
wiki,ADV,ADV,24,"Deploying just a single aircraft to German New Guinea in 1914, the first operational flight did not occur until 27 May 1915 however"
wiki,ADV,ADV,17,"Built as a part of a raceway flume on the river, the water level is actually"
wiki,ADV,ADV,21,"At one point, Eno had the tapes cued up and ready to be recorded over, but this erasure never"
wiki,ADV,ADV,20,The combined Australian and New Zealand Army Corps (ANZAC)—commanded by British general William Birdwood—subsequently
wiki,ADV,ADV,20,"Parker had sent out some ships on scouting expeditions up and down the coast, and reports on the partially"
wiki,ADV,ADV,19,"The mountains are about 150 miles (240 km) directly southwest of Boise, Idaho, and about"
wiki,ADV,ADV,24,"Towards the end of the song, the police tell the crew that the performance is about to be shut down, and eventually"
wiki,ADV,ADV,18,"Foxx described the appearance as "" a guy who maybe went to jail for a minute and now"
wiki,ADV,ADV,16,The 17th Army—heavily involved with the Japanese campaign in New Guinea—had only
wiki,ADV,ADV,26,"From 1951 until the end of the war, 3 RAR held trenches on the eastern side of the division's positions in the hills northeast"
